SLIMECOUNT	$0000162b
SXPSOLIDSPACEBAR	$0000c92b
XSPACEBAR_COL	$007e7ab8
XSPACEBARROTY_COL1	$007e7c32
XSPACEBARROTY_COL2	$007e7c44
XSPACEBARROTY_COL3	$007e7c56
XSPACEBARROTY_COL4	$007e7c68
XSPACEBARROTY_COL5	$007e7c7a
XSPACEBARROTY_COL6	$007e7c8c
XSPACEBARROTY_COL7	$007e7c9e
XSPACEBARROTY_COL8	$007e7cb0
XSPACEBARROTY_COL9	$007e7cc2
XSPACEBAR_COL1	$007e7aca
XSPACEBAR_COL2	$007e7adc
XSPACEBAR_COL3	$007e7aee
XSPACEBAR_COL4	$007e7b00
XSPACEBAR_COL5	$007e7b12
XSPACEBAR_COL6	$007e7b24
XSPACEBAR_COL7	$007e7b36
XSPACEBAR_COL8	$007e7b48
XSPACEBAR_COL9	$007e7b5a
XSPACEBARROTY_COL	$007e7c20
HYPER_C	$00038004
PDRAGONMSG	$0004c210
HYPERSPACEOUT_STRAT	$000b8b4e
HYPERSPACE_ISTRAT	$000b8b94
HYPERSPACEOUT_ISTRAT	$000b8b34
PHITFLASH_ISTRAT	$000be622
HYPER_ISTRAT	$000b8cd0
HYPERSPACE_STRAT	$000b8baa
HYPERS_TAB	$000b8b8c
XSPACEBAR_P	$001198dc
XSPACEBARROTY_P	$001198f7
HYPER	$000e8000
XPSOLIDSPACEBARROTY	$00118000
SXPWIRESPACEBARROTY	$00118000
SXPSOLIDSPACEBARROTY	$00118000
SXPWIRESPACEBAR	$00118000
HYPER2	$000e8000
HYPER3	$000e8000
HYPER4	$000e8000
XPSOLIDSPACEBAR	$00118000
SXPSOLIDSPACEBAR	$00118000
HYPER2_F	$000e8f57
HYPER3_F	$000e8f9c
HYPER4_F	$000e8fc5
HYPER2_P	$000e8f36
HYPER3_P	$000e8f87
HYPER4_P	$000e8fbc
HYPER_F	$000e8ef6
HYPER_P	$000e8ec9
MSMOOTH_SHADING	$00000000
T_YSPACEBAR_P	$00000000
__NOTITLE	$00000000
WP_FIXPOS	$00000002
WP_SPEEDCHG	$00000004
WP_FIRE	$00000001
RZTAB	$00018000
P_WAIT1	$000000a6
P_WAITACHASEB	$0000000d
P_WAITACHASEW	$0000000e
P_WAITFACEPLAYER	$0000000a
P_WEAPON	$0000004b
P_WITHINRANGE	$00000087
P_WAIT	$00000002
ZCOL	$000012e7
MOFFSETSIZE	$000003e8
MOFF_COPYPOLY	$00018dd7
MFONTHEIGHT	$00000010
MFONTWIDTH	$00000010
REMAINDER	$00000022
REMOVEDEADAL_L	$001fbff4
REMOVEDEADAL	$001fbff8
REMOVENUKE_ISTRAT	$0021a322
REMOVE_ISTRAT	$00218d14
REMOVE_STRAT	$00218d14
REMOVE_ALPTRS_L	$0009a3e1
UNDERGND_FLYMODE	$0000001b
UNDERGND_GAMEFLAGSON	$00000000
UNDERGND_VIEWCY	$ffffffc4
UNDERGND_GAMEFLAGSOFF	$00000000
UNDERGND_MMAXX	$000001f4
UNDERGND_MMAXY	$00000000
UNDERGND_MMINX	$fffffe0c
UNDERGND_MAXX	$000001f4
UNDERGND_MAXY	$00000000
UNDERGND_MINX	$fffffe0c
UNDERGND_MINY	$ffffff88
UNDERGND_MISSBOUNDFLAGS	$00000008
UNDERGND_PMOVELIMITAND	$000000a8
M_HUDROT	$00703510
M_HUDCOL1	$00703516
M_HUDCOL2	$00703518
M_HUDFLAGS	$00703514
M_HUDCOLOUR	$00703512
UNDRAWPLANETLINES_L	$0003c140
SB_PTR	$00000004
SB_X	$00000006
SB_Y	$00000008
SB_Z	$0000000a
SB_SIZE	$0000000c
OPVCTR	$0000213d
NUKEAP	$00000008
NUKEMAXRADIUS	$00001b58
NUKE	$000097a0
NUKERATE	$000000c8
NUKEEXP_ISTRAT	$0021a332
NUKEEXP_STRAT	$0021a373
NUKE_ISTRAT	$0021a241
NUKE_STRAT	$0021a2b4
NUKE	$0011edb4
KILL_LIST_L	$0002f02c
FIVESPR	$0003d3b9
KILL_ISTRAT	$00218d09
KILL_STRAT	$00218d09
KILL_ALPTR_LIST_Y_L	$0009c0dc
KILL_ROBOT_L	$0009b1da
TRIG0	$00001297
TRIG1	$00001299
TRIG0H	$00001298
TRIG1H	$0000129a
TRIG0L	$00001297
TRIG1L	$00001299
TRIGGER_WHENHITBYPLAYER	$00000009
TRIGGER_2	$00000001
TRIGGER_4	$00000002
TRIGGER_8	$00000003
TRIGGER_ALWAYS	$00000000
TRIGGER_WHENSHAPEDEAD	$0000000b
TRIGGER_16	$00000004
TRIGGER_32	$00000005
TRIGGER_64	$00000006
TRIGGER_WHENFLAGGED	$0000000a
TRIGGER_128	$00000007
TRIGGER_OFF	$ffffffff
TRIGGER_WHENDEAD	$0000000c
TRIGGER_WHENHIT	$00000008
SZSPACEBARLEN	$000000fa
SZSPACEBARSIZE	$00000032
SZSOLIDSPACEBAR	$0000c9d3
SZSPACEBAR_P	$001199c9
SZSOLIDSPACEBAR	$00118000
M7D	$0000211e
WMDATA	$00002180
RUNMARIO_L	$007e4f51
SIGN	$00000085
SUCKOBJ_SROU	$0007eb47
SUCKBITS_CONT	$0007ec01
SUCKBITS_ISTRAT	$0007ebe4
SUCKOBJFAST_SROU	$0007eb80
SUCKCUBE_ISTRAT	$0007ebbd
SUCKBITS_STRAT	$0007ec01
SUCKCUBE_STRAT	$0007ebda
LTEXIT_MAXX	$00000046
LTEXIT_MAXY	$ffffffe7
LTEXIT_MINX	$ffffffba
LTEXIT_MINY	$ffffff9c
LTEXIT_MMAXX	$00000046
LTEXIT_MMAXY	$ffffffe7
LTEXIT_MMINX	$ffffffba
TELEPORTER_ISTRAT	$002096d0
LTEXIT_GAMEFLAGSON	$00000020
CYPTR	$00001651
DOTSFLAG	$0000177e
LTEXIT_GAMEFLAGSOFF	$00000000
LTEXIT_VIEWCY	$ffffffc4
LTEXIT_FLYMODE	$00000008
OPEN_L	$0000a36f
OPEN_TEXT	$000019e8
LTEXIT_MISSBOUNDFLAGS	$0000000b
LTEXIT_PMOVELIMITAND	$000000ff
TELEPORT_C	$00038572
OPENLR_STRAT	$000af10f
OPENLRCOL_ISTRAT	$000af161
OPENLR_ISTRAT	$000af0e0
OPEN_L	$000c8000
OPEN_L_F1	$000cc6ef
OPEN_L_F	$000cc6b7
OPEN_L_P	$000cc393
IS_WARKER_3	$00000081
IS_BTANK_1	$000000ef
IS_CLISLA_M	$000000c5
IS_CLISLA_L	$000000c7
IS_CLISLA_S	$000000c6
IS_CLSHIPGNDC_ISTRAT	$00000011
IS_CLSHIPDIVEA_ISTRAT	$00000024
IS_CLSHIPUNDERC_ISTRAT	$00000029
IS_MISSTANK_ISTRAT	$00000032
IS_BOSS1_ISTRAT	$00000044
IS_SHIP1A_ISTRAT	$00000045
IS_FLYPILLARS_ISTRAT	$00000049
IS_PILLAR3_ISTRAT	$0000004e
IS_TORPEDO_ISTRAT	$0000004f
IS_BOSSA_ISTRAT	$00000054
IS_HOUDAINS_ISTRAT	$00000061
IS_CORE1_ISTRAT	$0000006e
IS_SPACEBAR3_ISTRAT	$000000a8
IS_HOUDAI5_ISTRAT	$000000bc
IS_TRUCK1_ISTRAT	$000000d5
IS_BASE_1_ISTRAT	$000000e5
IS_NULLSHAPE	$00000000
IS_SPILLAR2	$0000002a
IS_BZACO_8	$000000e7
IS_HELPBALL	$000000e2
IS_EXITLIGHT	$00000001
IS_EXITOPENSND_ISTRAT	$0000000e
IS_CLSHIPDIVEB_ISTRAT	$00000025
IS_WORM2_ISTRAT	$0000003d
IS_FIGHTER_ISTRAT	$00000041
IS_WALLL_ISTRAT	$0000004b
IS_WIREMAN_ISTRAT	$00000057
IS_UP1MAN_ISTRAT	$00000059
IS_BOSS2_ISTRAT	$0000006b
IS_BOSSB_ISTRAT	$00000072
IS_CHICKEN_ISTRAT	$00000074
IS_HARD90YR_ISTRAT	$0000007e
IS_KDOOR_ISTRAT	$0000008b
IS_KICHI2_ISTRAT	$0000008c
IS_HOUDAI5F_ISTRAT	$000000bb
IS_PILLAR3F_ISTRAT	$000000bd
IS_ROCKHARD_ISTRAT	$000000c0
IS_MINE2_ISTRAT	$000000ce
IS_TRUCK2_ISTRAT	$000000d6
IS_HARD_ISTRAT	$000000e1
IS_PATHT_ISTRAT	$000000e4
IS_UPDOOR_ISTRAT	$000000e8
IS_BREAK_METEORT_ISTRAT	$000000ed
IS_BLTUNNELFACE	$0000001e
IS_KICHI_0	$00000077
IS_KICHI_3	$00000076
IS_MYSHIP_4	$00000002
IS_KELLOGS	$00000074
IS_COLONY3L	$0000009b
IS_COLONY3R	$0000009c
IS_KAMIKAZE	$00000009
IS_PBODY_ISTRAT	$00000001
IS_CLSHIPTURNA_ISTRAT	$0000001b
IS_CLSHIPDIVEC_ISTRAT	$00000026
IS_CRUISER2FIRE_ISTRAT	$00000082
IS_SHOU0A_ISTRAT	$000000b2
IS_HARD180YRFOG_ISTRAT	$000000b4
IS_HARD90YRFOG_ISTRAT	$000000b6
IS_PARTICLEFIRE_ISTRAT	$000000be
IS_BHOLEEXIT1_ISTRAT	$000000f3
IS_COLONY_0	$00000098
IS_COLONY_1	$00000099
IS_COLONY_2	$0000009a
IS_CORE_1_0	$00000046
IS_CORE_1_1	$00000047
IS_RADER_0	$00000032
IS_RADER_1	$00000033
IS_STAYDIST_ISTRAT	$00000009
IS_EXIT_ISTRAT	$0000000c
IS_CLSHIPTURNB_ISTRAT	$0000001c
IS_HARD180YRNZR_ISTRAT	$00000069
IS_CASTANET_ISTRAT	$0000007b
IS_LENG0_ISTRAT	$00000087
IS_BASE0_ISTRAT	$00000089
IS_DUCT_ISTRAT	$00000096
IS_SPACEBARSHOOT_ISTRAT	$000000ad
IS_LASTB2_ISTRAT	$000000d2
IS_NOCOLLANIM0_ISTRAT	$000000dc
IS_COLONYEXIT_ISTRAT	$000000eb
IS_TIT_ISTRAT	$000000f1
IS_BHOLEEXIT2_ISTRAT	$000000f4
IS_MEXITFACE	$00000026
IS_SHIP3EXITFACE	$00000028
IS_METEO_0	$000000c0
IS_BOSS_0_1	$00000054
IS_BOSS_1_2	$00000013
IS_BOSS_2_2	$00000045
IS_BOM_WING	$00000030
IS_BOSS_7_1	$00000037
IS_BOSS_8_0	$0000002e
IS_BOSS_8_5	$0000002b
IS_BOSS_8_4	$0000002d
IS_B_HOU_0	$000000a3
IS_BOSS_9_5	$0000004e
IS_MY_DEMOS	$000000e0
IS_BOSS_A_1	$00000038
IS_BOSS_A_2	$00000039
IS_BOSS_B_0	$0000004b
IS_BOSS_B_1	$0000004c
IS_BOSS_D_1	$0000004d
IS_BOSS_D_4	$000000ee
IS_WIRE_MAN	$0000002f
IS_BOSS_E_4	$000000cd
IS_PLWING_ISTRAT	$00000002
IS_PRWING_ISTRAT	$00000003
IS_CLSHIPTURNC_ISTRAT	$0000001d
IS_CLSHIPCHASEA_ISTRAT	$00000021
IS_WOODS_ISTRAT	$00000035
IS_KAMI_ISTRAT	$00000036
IS_LARGEPLASMA_ISTRAT	$00000038
IS_BEE1_ISTRAT	$00000040
IS_SHIP3A_ISTRAT	$00000048
IS_WALKING_ISTRAT	$0000004d
IS_BOMWING_ISTRAT	$00000058
IS_HARDENEMY1_ISTRAT	$00000067
IS_MASSIVEBASE_ISTRAT	$0000008e
IS_FRIENDEXITBASE_ISTRAT	$00000097
IS_BASE1_ISTRAT	$000000b5
IS_TANK1A_ISTRAT	$000000b7
IS_TREE1_ISTRAT	$000000cb
IS_LASTB3_ISTRAT	$000000d3
IS_BHOLEEXIT3_ISTRAT	$000000f5
IS_BOSS_F_3	$00000051
IS_BOSS_F_4	$0000005e
IS_BOSS_G_0	$00000078
IS_FRIENDSHIP_4	$000000da
IS_TADPOLE	$000000e3
IS_SEA_0_0	$0000001f
IS_PILLAR3	$0000001b
IS_PILLAR2	$00000029
IS_SVOLCANO	$000000bf
IS_FLOWER_1	$000000ce
IS_FLOWER_2	$000000cf
IS_FLINGBOSS	$0000000b
IS_EXITOPEN_ISTRAT	$0000000d
IS_CLSHIPCHASEB_ISTRAT	$00000022
IS_PLAYERWARP_ISTRAT	$0000002d
IS_SOKUTEN_ISTRAT	$00000037
IS_CAMELEON_ISTRAT	$0000003e
IS_WINDMILL_ISTRAT	$00000042
IS_TOWER0_ISTRAT	$00000064
IS_BOSSF_ISTRAT	$00000073
IS_MADBIKER_ISTRAT	$00000076
IS_MADTRUCKER_ISTRAT	$00000077
IS_CARRIER_ISTRAT	$0000008a
IS_RIGHTWALL_ISTRAT	$00000094
IS_LEFTWALL_ISTRAT	$00000095
IS_WARP_ISTRAT	$000000a0
IS_TWALL0_ISTRAT	$000000a3
IS_TREE2_ISTRAT	$000000cc
IS_LASTB4_ISTRAT	$000000d4
IS_SAUCER_ISTRAT	$000000e2
IS_XWIRESPACEBAR	$00000088
IS_XPWIRESPACEBAR	$00000089
IS_SXPWIRESPACEBAR	$0000008a
IS_YWIRESPACEBAR	$0000008b
IS_ZWIRESPACEBAR	$0000008c
IS_SXWIRESPACEBAR	$0000008d
IS_SYWIRESPACEBAR	$0000008e
IS_SZWIRESPACEBAR	$0000008f
IS_SHIELDR	$000000ca
IS_BWARKER_3	$0000009d
IS_TUNNEL_0	$00000079
IS_BASE_0	$00000073
IS_TUNNEL_4	$0000007a
IS_BASE_1	$000000e8
IS_TUNNEL_6	$00000053
IS_TUNNEL_7	$0000007b
IS_TUNNEL_8	$00000052
IS_FACE_B	$000000df
IS_IKA	$000000dc
IS_CLSHIPWARPA_ISTRAT	$00000012
IS_CLSHIPEARTHA_ISTRAT	$00000018
IS_CLSHIPCHASEC_ISTRAT	$00000023
IS_BOSS7_ISTRAT	$00000062
IS_AMOEBA_ISTRAT	$0000007f
IS_BOSSG_ISTRAT	$0000008f
IS_TOPRIGHT1_ISTRAT	$00000090
IS_BOTRIGHT1_ISTRAT	$00000092
IS_CRUISER1_ISTRAT	$00000098
IS_AIRCAR1_ISTRAT	$000000c6
IS_TREE3_ISTRAT	$000000cd
IS_PATHDHA_ISTRAT	$000000f2
IS_SSHIP_0_C	$00000017
IS_SNAKE_1	$000000c8
IS_SHIP_5L	$0000006b
IS_SHIP_5M	$0000006c
IS_SHIP_5S	$0000006d
IS_ASTEROID2	$000000c2
IS_GAMESH	$000000f5
IS_ARCH_0	$000000e4
IS_BLACKHOLE	$000000c1
IS_LARGEPLASMA	$0000000a
IS_W_L	$00000031
IS_BAZZ_1	$000000de
IS_HOUDAI_0	$00000036
IS_LAST_B_0	$000000d4
IS_CLSHIPWARPB_ISTRAT	$00000013
IS_CLSHIPEARTHB_ISTRAT	$00000019
IS_CAMELEON2_ISTRAT	$0000003f
IS_WALLR_ISTRAT	$0000004c
IS_NUCLEUSBEAML_ISTRAT	$00000051
IS_BOSS8_ISTRAT	$00000053
IS_ZACO1L_ISTRAT	$0000005e
IS_ZACO0_ISTRAT	$00000065
IS_SZACO0_ISTRAT	$00000081
IS_CRUISER2_ISTRAT	$00000083
IS_BAZOOKAL_ISTRAT	$0000009d
IS_COLONY0_ISTRAT	$000000a9
IS_WALKER2_ISTRAT	$000000b3
IS_METEO0_ISTRAT	$000000c2
IS_SEADRAGON2_ISTRAT	$000000c4
IS_AIRCAR2_ISTRAT	$000000c7
IS_SFISH_ISTRAT	$000000d0
IS_LAST_B_2	$000000d5
IS_LAST_B_3	$000000d6
IS_GATE_0	$00000007
IS_XSOLIDSPACEBAR	$00000090
IS_XPSOLIDSPACEBAR	$00000091
IS_SXPSOLIDSPACEBAR	$00000092
IS_YSOLIDSPACEBAR	$00000093
IS_ZSOLIDSPACEBAR	$00000094
IS_SXSOLIDSPACEBAR	$00000095
IS_SYSOLIDSPACEBAR	$00000096
IS_SZSOLIDSPACEBAR	$00000097
IS_GATE_2	$000000d2
IS_EXITFACE	$00000025
IS_D_HEAD_0	$0000000d
IS_EXITLIGHT3_ISTRAT	$00000004
IS_CLSHIPWARPC_ISTRAT	$00000014
IS_CLSHIPEARTHC_ISTRAT	$0000001a
IS_SHARK_ISTRAT	$0000003b
IS_HOUDAI_ISTRAT	$00000060
IS_WARKER3_ISTRAT	$0000009a
IS_COLONY1_ISTRAT	$000000aa
IS_ITEM5_ISTRAT	$000000ae
IS_AIRCAR3_ISTRAT	$000000c8
IS_SHIPINTRO_ISTRAT	$000000ee
IS_BOSS7INTRO_ISTRAT	$000000ef
IS_DOOR_1	$00000055
IS_S_DOOR_1	$0000006f
IS_S_DOOR_2	$00000070
IS_D_BODY_0	$0000000e
IS_DOOR_L	$000000d7
IS_LENG_0	$00000071
IS_ROUND_0	$00000011
IS_VOLCANO	$000000be
IS_FONT_E	$000000f2
IS_FONT_D	$000000f4
IS_FONT_H	$000000f1
IS_FONT_N	$000000f3
IS_FONT_T	$000000f0
IS_LINE_2	$00000050
IS_EXITLIGHT4_ISTRAT	$00000005
IS_GND_ISTRAT	$0000000b
IS_TRACKCORNER_ISTRAT	$00000031
IS_NUCLEUSLAUNCHER_ISTRAT	$00000055
IS_NUCLEUSPILLAR_ISTRAT	$00000056
IS_WINGLAZERMAN_ISTRAT	$0000005a
IS_HARD180YR_ISTRAT	$00000068
IS_WEBMONSTER_ISTRAT	$0000007a
IS_SZACO2_ISTRAT	$00000080
IS_STAYRELHARD180YR_ISTRAT	$00000088
IS_PATH_ISTRAT	$0000009c
IS_SPACEBAR_ISTRAT	$000000a5
IS_SPINSPACEBAR_ISTRAT	$000000a6
IS_COLONY2_ISTRAT	$000000ab
IS_ITEM6_ISTRAT	$000000af
IS_FIREPILLAR_ISTRAT	$000000c1
IS_LOCHNESSMONSTER_ISTRAT	$000000c5
IS_AIRCAR4_ISTRAT	$000000c9
IS_GATE2_ISTRAT	$000000cf
IS_MONOLITH_ISTRAT	$000000d7
IS_BIG_METEOR_ISTRAT	$000000e9
IS_BREAK_METEOR_ISTRAT	$000000ea
IS_B_HOLL	$000000c3
IS_PARA_0	$0000003b
IS_BSHIPEXITFACE	$00000027
IS_BMTUNNELFACE	$00000049
IS_MINE_2	$000000d1
IS_EXIT_1	$00000020
IS_EXIT_2	$00000048
IS_MY_DEMO	$000000e1
IS_ITEM_5	$0000009e
IS_ITEM_6	$0000009f
IS_ITEM_7	$000000a0
IS_RAIL_0	$00000023
IS_RAIL_4	$00000005
IS_CAMELEON	$0000000f
IS_TOWER_2	$0000003a
IS_LBLACKFACE	$00000021
IS_EXITLIGHT5_ISTRAT	$00000006
IS_CLSHIPSHIPA_ISTRAT	$00000015
IS_CLSHIP1_ISTRAT	$0000002a
IS_IRIS_ISTRAT	$0000002f
IS_TRUCK_ISTRAT	$00000030
IS_FLINGBOSS_ISTRAT	$00000039
IS_DEADFLINGBOSS_ISTRAT	$0000003a
IS_WORM_ISTRAT	$0000003c
IS_ZACOS_ISTRAT	$0000005d
IS_ZACO3_ISTRAT	$00000063
IS_ROADLINE_ISTRAT	$00000078
IS_UPERM_ISTRAT	$0000009f
IS_ITEM7_ISTRAT	$000000b0
IS_AIRCAR5_ISTRAT	$000000ca
IS_PSHIPOUTOFLB1_ISTRAT	$000000da
IS_VIEWOUTOFLB1_ISTRAT	$000000db
IS_TANK_1	$000000a7
IS_S_TANK_0	$000000e5
IS_TANK_2	$00000086
IS_F_DRAGON	$00000087
IS_OPEN_L	$000000eb
IS_CAR_0	$000000c4
IS_CAR_1	$000000d8
IS_SHIP_1	$00000014
IS_BASE_0_0	$000000a5
IS_BASE_0_1	$000000a6
IS_SHIP_3	$00000015
IS_SHIP_5	$0000006a
IS_SHIP_4	$0000007f
IS_BIG_M	$00000012
IS_AIR_1	$0000004f
IS_WALL_0	$00000056
IS_WALL_1	$00000057
IS_WALL_2	$00000058
IS_WALL_3	$00000059
IS_WALL_4	$0000005a
IS_WALL_5	$0000005b
IS_WALL_6	$0000005c
IS_WALL_7	$0000005d
IS_EXITLIGHT6_ISTRAT	$00000007
IS_STAYREL_ISTRAT	$00000008
IS_CLSHIPSHIPB_ISTRAT	$00000016
IS_CLSHIP2_ISTRAT	$0000002b
IS_SHIP2_ISTRAT	$00000046
IS_ZACO4_ISTRAT	$00000066
IS_SHOU0_ISTRAT	$000000b1
IS_TANK0_ISTRAT	$000000b8
IS_S_ZACO_0	$000000dd
IS_ZACO_1	$000000e6
IS_ZACO_5	$00000035
IS_ZACO_4	$00000069
IS_ZACO_6	$00000034
IS_ZACO_7	$00000080
IS_ZACO_8	$00000068
IS_S_WARK_0	$000000db
IS_K_DOOR	$00000075
IS_OVERSH	$000000f6
IS_ZACO_A	$000000d9
IS_ZACO_B	$000000c9
IS_MISS_1_1	$00000024
IS_BRO_0	$000000b0
IS_BRO_1	$000000b1
IS_BOU_0	$000000f8
IS_MISS_1_2	$00000008
IS_BRO_2	$000000b2
IS_BRO_3	$000000b3
IS_UP_DOOR	$000000ec
IS_BRO_4	$000000b4
IS_BRO_5	$000000b5
IS_BRO_6	$000000b6
IS_BEEANIM	$00000010
IS_LCUBE	$00000022
IS_R_HOU_0	$000000a1
IS_GRO_0	$000000b7
IS_GRO_1	$000000b8
IS_GRO_2	$000000b9
IS_GRO_3	$000000ba
IS_GRO_4	$000000bb
IS_GRO_5	$000000bc
IS_CLSHIPSHIPC_ISTRAT	$00000017
IS_CLSHIPBRIDGEA_ISTRAT	$0000001e
IS_CLSHIP3_ISTRAT	$0000002c
IS_SHIP3_ISTRAT	$00000047
IS_SHIPS_ISTRAT	$00000084
IS_SZACO5_ISTRAT	$0000009b
IS_TANK1_ISTRAT	$000000b9
IS_VOLCANO_ISTRAT	$000000bf
IS_PSHIPOUTOFLB3_ISTRAT	$000000dd
IS_VIEWOUTOFLB3_ISTRAT	$000000de
IS_SHIPOUTOFLB3_ISTRAT	$000000df
IS_GRO_6	$000000bd
IS_M_TANK	$00000006
IS_UPER_M	$00000084
IS_S_HOU_0	$000000a2
IS_HOU_4	$0000002c
IS_HOU_5	$000000a8
IS_SHARK	$0000000c
IS_WALL1	$00000018
IS_WALL2	$00000019
IS_RAY_0	$000000cb
IS_RAY_1	$000000cc
IS_SHIPS	$0000006e
IS_MYBASE_1	$0000007c
IS_LWIREEXIT	$0000001d
IS_R_BU_0	$0000005f
IS_R_BU_1	$00000060
IS_R_BU_2	$00000061
IS_R_BU_3	$00000062
IS_HELI	$00000082
IS_R_BU_4	$00000063
IS_R_BU_5	$00000064
IS_R_BU_6	$00000065
IS_R_BU_7	$00000066
IS_PLAYER_ISTRAT	$00000000
IS_NOCOLL_ISTRAT	$0000000a
IS_CLSHIPBRIDGEB_ISTRAT	$0000001f
IS_WALLLEFTRIGHT_ISTRAT	$0000004a
IS_SEAMON_ISTRAT	$00000050
IS_RADER0_ISTRAT	$0000005b
IS_ZACO1R_ISTRAT	$0000005f
IS_FRIEND0_ISTRAT	$00000071
IS_BOSSBROB_ISTRAT	$00000075
IS_INTRO1PFALL_ISTRAT	$00000079
IS_CRUISER1F_ISTRAT	$00000099
IS_BAZOOKAR_ISTRAT	$0000009e
IS_TANK2_ISTRAT	$000000a1
IS_SPACEBARWALKER_ISTRAT	$000000ac
IS_HELPBALL_ISTRAT	$000000e0
IS_SHIP0CDOWN_ISTRAT	$000000ec
IS_S_FISH	$000000d3
IS_BIG_METEOR	$000000ed
IS_STALK	$000000d0
IS_BU_0	$0000003c
IS_BU_1	$0000003d
IS_BU_2	$0000003e
IS_BU_3	$0000003f
IS_BU_4	$00000040
IS_BU_5	$00000041
IS_BU_6	$00000042
IS_BU_7	$00000043
IS_BU_8	$00000044
IS_IRIS	$00000003
IS_CARRIER	$00000072
IS_TRUCK	$00000004
IS_TOW_0	$000000f7
IS_AMOEBA2	$00000067
IS_BIG_GATE	$000000e9
IS_WARP	$00000085
IS_BAZOOKA	$00000083
IS_RO_0	$000000a9
IS_RO_1	$000000aa
IS_R_HOU	$000000ea
IS_RO_2	$000000ab
IS_RO_3	$000000ac
IS_WALKER_0	$0000001a
IS_MBLACKFACE	$0000004a
IS_RO_4	$000000ad
IS_RO_5	$000000ae
IS_CLSHIPGNDA_ISTRAT	$0000000f
IS_CLSHIPBRIDGEC_ISTRAT	$00000020
IS_CLSHIPUNDERA_ISTRAT	$00000027
IS_FASTFIGHTER1_ISTRAT	$0000002e
IS_GATE_ISTRAT	$00000034
IS_RADER1_ISTRAT	$0000005c
IS_PARA_ISTRAT	$0000006a
IS_FRIEND1_ISTRAT	$0000006c
IS_FZACO_ISTRAT	$00000070
IS_DOOR1_ISTRAT	$0000007c
IS_SDOOR1_ISTRAT	$00000085
IS_TOPLEFT1_ISTRAT	$00000091
IS_BOTLEFT1_ISTRAT	$00000093
IS_DRAGONFLY_ISTRAT	$000000a4
IS_SPACEBAR1_ISTRAT	$000000a7
IS_TANK3_ISTRAT	$000000ba
IS_BLACKHOLE_ISTRAT	$000000c3
IS_LSEQDOOR1_ISTRAT	$000000d8
IS_TADPOLE_ISTRAT	$000000e3
IS_SKILLFLY_ISTRAT	$000000f0
IS_WALKER_2	$000000a4
IS_RO_6	$000000af
IS_SHIP_0_C	$00000016
IS_MWIREEXIT	$0000001c
IS_CLSHIPGNDB_ISTRAT	$00000010
IS_CLSHIPUNDERB_ISTRAT	$00000028
IS_WORMHEAD_ISTRAT	$00000033
IS_MISSPOD_ISTRAT	$00000043
IS_BOSS8SHRAP_ISTRAT	$00000052
IS_FRIEND2_ISTRAT	$0000006d
IS_CORE0_ISTRAT	$0000006f
IS_AIRSHIP_ISTRAT	$0000007d
IS_SDOOR2_ISTRAT	$00000086
IS_KDOOR2_ISTRAT	$0000008d
IS_TZACO7CAT_ISTRAT	$000000a2
IS_HARDROT_ISTRAT	$000000d1
IS_LSEQDOOR2_ISTRAT	$000000d9
IS_EXITOPENSND2_ISTRAT	$000000e6
IS_OPENLR_ISTRAT	$000000e7
IS_SHIP_S_0	$0000007d
IS_SHIP_S_1	$0000007e
M_CBR	$0000303e
C_MISS	$0000cb77
M_CFGR	$00003037
M_CLSR	$00003039
M_CLIPPNTS	$00700086
M_COLFRAME	$00700046
M_CLIPRIGHT	$007000a2
M_CNT	$00700040
M_CPOLYBUF	$00701352
M_CLRBITMAPS	$00700186
M_COLOURPTR	$0070004a
M_CLIPPOLYBUF	$00701258
M_CIRCLEBUF2	$00701b20
M_CLIP2DRSP	$0070008e
M_CIRCLEBUF	$00701960
M_CLIPDX	$00700084
M_CLIPX	$00700088
M_CLIPY	$0070008a
M_CLIPZ	$0070008c
M_CLIPLEFT	$007000a0
MC_SHAPE	$00058003
MC_SIZE	$00058005
C_MISS_F1	$0011abd3
C_MISS_F3	$0011abde
C_MISS_F5	$0011abe9
C_MISS_F6	$0011ac7b
C_MISS_F8	$0011ac86
C_MISS_F9	$0011aca3
C_MISS_F10	$0011acbf
C_MISS_F12	$0011acca
C_MISS_F13	$0011acf8
C_MISS	$00118000
C_MISS_F	$0011ab53
C_MISS_P	$0011ab27
C_MISS_EBSP	$0011ad0b
SDPCK3	$00001a55
PL1X	$00000086
SDPORT3	$00001a57
DSPR	$0003d45f
PDSIDESLIP	$0004e9ff
PDSTARFOX	$0004ea1d
PDSTARFOX2	$0004e90e
PDSMOKE2	$0004df77
PDSMOKE3	$0004df79
PDSMOKE	$0004df7b
NTSCPAL	$0000177b
MULDIVTAB	$00008806
MRNDTAB	$0000859a
MULS816LOG16_L	$0002f7d3
MULS816LOG16	$0002f7d7
S_0	$0000aeb3
P_SET0B	$00000099
P_SET0W	$0000009a
P_SHAPEDISTLESS	$0000001f
P_SCORE	$000000a7
P_SPAWN	$0000003f
P_SHAPEINRANGE	$00000088
P_SOUND	$00000076
P_SPAWNCHILD	$00000041
P_SPACESHIPON	$0000001a
P_SETVBB	$00000062
P_SETVEL	$00000005
P_SETVBW	$00000063
P_SETVWB	$00000065
P_SETVWW	$00000064
P_SHADOWON	$00000074
